,Date,Stage,Distance Covered,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,21_1,22_1,23_1
816,10-07-1987,10º stage Distance:,"87,5 km",Road – Individual Time Trial,"    Saumur (Pays de la Loire), France ","Futuroscope (Poitou-Charentes), France",,Stephen,Roche,Ireland ,N,,,,,,,59  years,Date of birth:,28-11-1959,Place of birth:,"Dundrum (Dublin), Ireland ",Date of death:||Place of death:|,1982-1993,, , ,,,,,,,,Professional:, ,Age:,59  years
817,11-07-1987,11º stage Distance:,255 km,Road – Stage,"    Poitiers (Poitou-Charentes), France ","Chaumeil (Limousin), France",,Martial,Gayant,France ,N,,,,,,,56  years,Date of birth:,16-11-1962,Place of birth:,"Chauny (Picardie), France ",Date of death:||Place of death:|,1982-1992,, , ,,,,,,,,Professional:, ,Age:,56  years
818,12-07-1987,12º stage Distance:,228 km,Road – Stage,"    Brive-la-Gaillarde (Limousin), France ","Bordeaux (Aquitaine), France",,Davis,Phinney,United States of America ,N,,,,,,,60  years,Date of birth:,10-07-1959,Place of birth:,"Boulder (Colorado), United States of America ",Date of death:||Place of death:|,1985-1993,, , ,,,,,,,,Professional:, ,Age:,60  years
819,13-07-1987,13º stage Distance:,219 km,Road – Stage,"    Bayonne (Aquitaine), France ","Pau (Aquitaine), France",,Erik,Breukink,The Netherlands ,N,,,,,,,55  years,Date of birth:,01-04-1964,Place of birth:,"Rheden (Gelderland), The Netherlands ",Date of death:||Place of death:|,1985-1997,, , ,,,,,,,,Professional:, ,Age:,55  years
820,14-07-1987,14º stage Distance:,166 km,Road – Stage,"    Pau (Aquitaine), France ","Luz (Midi-Pyrenees), France",,Dag Otto,Lauritzen,Norway ,N,,,,,,,62  years,Date of birth:,12-09-1956,Place of birth:,"Grimstad (Aust-Agder), Norway ",Date of death:||Place of death:|,1984-1994,, , ,,,,,,,,Professional:, ,Age:,62  years
821,15-07-1987,15º stage Distance:,164 km,Road – Stage,"    Tarbes (Midi-Pyrenees), France ","Blagnac (Midi-Pyrenees), France",,Rolf,Gölz,Germany ,N,,,,,,,56  years,Date of birth:,30-09-1962,Place of birth:,"Bad Schussenried (Baden-Wurttemberg), Germany ",Date of death:||Place of death:|,1985-1993,, , ,,,,,,,,Professional:, ,Age:,56  years
822,16-07-1987,16º stage Distance:,"216,6 km",Road – Stage,"    Blagnac (Midi-Pyrenees), France ","Millau (Midi-Pyrenees), France",,Régis,Clère,France ,N,,,,,,,55 years,Date of birth:,15-08-1956,Place of birth:,"Langres (Champagne-Ardenne), France ",Date of death:|09-06-2012|Place of death:| ,"    Dijon (Bourgogne), France",Professional:,1981-1992,, , ,,,,,,Date of death:|09-06-2012|Place of death:| , ,Age:,55 years
823,17-07-1987,17º stage Distance:,239 km,Road – Stage,"    Millau (Midi-Pyrenees), France ","Avignon (Provence-Alpes-Cote d'Azur), France",,Jean-Paul,Van Poppel,The Netherlands ,N,,,,,,,56  years,Date of birth:,30-09-1962,Place of birth:,"Tilburg (Noord-Brabant), The Netherlands ",Date of death:||Place of death:|,1985-1995,, , ,,,,,,,,Professional:, ,Age:,56  years
824,19-07-1987,18º stage Distance:,"36,5 km",Road – Individual Time Trial,"    Carpentras (Provence-Alpes-Cote d'Azur), France ","Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,Jean-François,Bernard,France ,N,,,,,,,57  years,Date of birth:,02-05-1962,Place of birth:,"Luzy (Bourgogne), France ",Date of death:||Place of death:|,1984-1996,, , ,,,,,,,,Professional:, ,Age:,57  years
825,20-07-1987,19º stage Distance:,185 km,Road – Stage,"    Valréas (Provence-Alpes-Cote d'Azur), France ","Villard-de-Lans (Rhone-Alpes), France",,Pedro,Delgado Robledo,Spain ,N,,,,,,,59  years,Date of birth:,15-04-1960,Place of birth:,"Segovia (Castilla y Leon), Spain ",Date of death:||Place of death:|,1982-1994,Websites:,http://www.pedrodelgado.com/, , ,,,,,,,Professional:, ,Age:,59  years
826,21-07-1987,20º stage Distance:,201 km,Road – Stage,"    Villard-de-Lans (Rhone-Alpes), France ","L'Alpe-d'Huez (Rhone-Alpes), France",,Federico,Etxabe Musatadi,Spain ,N,,,,,,,59  years,Date of birth:,20-07-1960,Place of birth:,"Cortézubi (Pais Vasco), Spain ",Date of death:||Place of death:|,1981-1996,, , ,,,,,,,,Professional:, ,Age:,59  years
827,22-07-1987,21º stage Distance:,"185,5 km",Road – Stage,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","La Plaine (Provence-Alpes-Cote d'Azur), France",,Laurent,Fignon,France ,N,,,,,,,50 years,Date of birth:,12-08-1960,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|31-08-2010|Place of death:| ,"    Paris (Ile-de-France), France",Professional:,1982-1993,Commemorations, , ,,,,,,Date of death:|31-08-2010|Place of death:| , ,Age:,50 years
828,23-07-1987,22º stage Distance:,186 km,Road – Stage,"    La Plagne  (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France",,Eduardo,Chozas Olmo,Spain ,N,,,,,,,59  years,Date of birth:,05-07-1960,Place of birth:,"Madrid (Madrid), Spain ",Date of death:||Place of death:|,1980-1993,, , ,,,,,,,,Professional:, ,Age:,59  years
829,24-07-1987,23º stage Distance:,"224,5 km",Road – Stage,"    Saint-Julien-en-Genevois (Rhone-Alpes), France ","Dijon (Bourgogne), France",,Régis,Clère,France ,N,,,,,,,55 years,Date of birth:,15-08-1956,Place of birth:,"Langres (Champagne-Ardenne), France ",Date of death:|09-06-2012|Place of death:| ,"    Dijon (Bourgogne), France",Professional:,1981-1992,, , ,,,,,,Date of death:|09-06-2012|Place of death:| , ,Age:,55 years
830,25-07-1987,24º stage Distance:,38 km,Road – Individual Time Trial,"    Dijon (Bourgogne), France ","Dijon (Bourgogne), France",,Jean-François,Bernard,France ,N,,,,,,,57  years,Date of birth:,02-05-1962,Place of birth:,"Luzy (Bourgogne), France ",Date of death:||Place of death:|,1984-1996,, , ,,,,,,,,Professional:, ,Age:,57  years
831,26-07-1987,25º stage Distance:,192 km,Road – Stage,"    Créteil (Ile-de-France), France ","Paris (Ile-de-France), France",,Jeff,Pierce,United States of America ,N,,,,,,,61  years,Date of birth:,20-08-1958,Place of birth:,"San Diego (California), United States of America ",Date of death:||Place of death:|,1986-1996,, , ,,,,,,,,Professional:, ,Age:,61  years
832,26-07-1987, Distance:,4231 km,Classification – Road – Young Rider Classification,"    Berlin (Berlin), Germany ","Paris (Ile-de-France), France",,Raúl,Alcalá Gallegos,Mexico ,N,,,,,,,55  years,Date of birth:,03-03-1964,Place of birth:,"Monterrey (Nuevo Leon), Mexico ",Date of death:||Place of death:|,1986-1994,, , ,,,,,,,,Professional:, ,Age:,55  years
833,26-07-1987, Distance:,4231 km,Classification – Road – Points Classification,"    Berlin (Berlin), Germany ","Paris (Ile-de-France), France",,Jean-Paul,Van Poppel,The Netherlands ,N,,,,,,,56  years,Date of birth:,30-09-1962,Place of birth:,"Tilburg (Noord-Brabant), The Netherlands ",Date of death:||Place of death:|,1985-1995,, , ,,,,,,,,Professional:, ,Age:,56  years
834,26-07-1987, Distance:,4231 km,Classification – Road – General Classification,,"Paris (Ile-de-France), France",,Stephen,Roche,Ireland ,N,,,,,,,59  years,Date of birth:,28-11-1959,Place of birth:,"Dundrum (Dublin), Ireland ",Date of death:||Place of death:|,1982-1993,, , ,,,,,,,,Professional:, ,Age:,59  years
835,26-07-1987, Distance:,4231 km,Classification – Road – Mountains Classification,,"Paris (Ile-de-France), France",,Luis Alberto,Herrera Herrera,Colombia ,N,,,,,,,58  years,Date of birth:,04-05-1961,Place of birth:,"Fusagasuga (Cundinamarca), Colombia ",Date of death:||Place of death:|,1985-1992,, , ,,,,,,,,Professional:, ,Age:,58  years
836,04-07-1986,Prologue  Distance:,"4,6 km",Road – Prologue,"    Boulogne-Billancourt (Ile-de-France), France ","Boulogne-Billancourt (Ile-de-France), France",,Thierry,Marie,France ,N,,,,,,,56  years,Date of birth:,25-06-1963,Place of birth:,"Bénouville (Basse-Normandie), France ",Date of death:||Place of death:|,1985-1996,, , ,,,,,,,,Professional:, ,Age:,56  years
837,05-07-1986,1º stage Distance:,85 km,Road – Stage,"    Nanterre (Ile-de-France), France ","Sceaux (Ile-de-France), France",,Pol,Verschuere,Belgium ,N,,,,,,,64  years,Date of birth:,18-01-1955,Place of birth:,"Kortrijk (West-Vlaanderen), Belgium ",Date of death:||Place of death:|,1976-1989,, , ,,,,,,,,Professional:, ,Age:,64  years
838,05-07-1986,2º stage Distance:,56 km,Road – Team Time Trial,"    Meudon (Ile-de-France), France ","Saint-Quentin-en-Yvelines (Ile-de-France), France",,Laurent,Fignon,France ,N,,,,,,,50 years,Date of birth:,12-08-1960,Place of birth:,"Paris (Ile-de-France), France ",Date of death:|31-08-2010|Place of death:| ,"    Paris (Ile-de-France), France",Professional:,1982-1993,Commemorations, , ,,,,,,Date of death:|31-08-2010|Place of death:| , ,Age:,50 years
839,06-07-1986,3º stage Distance:,214 km,Road – Stage,"    Levallois-Perret (Ile-de-France), France ","Liévin (Nord-Pas-de-Calais), France",,Davis,Phinney,United States of America ,N,,,,,,,60  years,Date of birth:,10-07-1959,Place of birth:,"Boulder (Colorado), United States of America ",Date of death:||Place of death:|,1985-1993,, , ,,,,,,,,Professional:, ,Age:,60  years
840,07-07-1986,4º stage Distance:,243 km,Road – Stage,"    Liévin (Nord-Pas-de-Calais), France ","Évreux (Haute-Normandie), France",,Pello,Ruiz Cabestany,Spain ,N,,,,,,,57  years,Date of birth:,17-03-1962,Place of birth:,"Donostia/San Sebastián (Pais Vasco), Spain ",Date of death:||Place of death:|,1984-1994,, , ,,,,,,,,Professional:, ,Age:,57  years
841,08-07-1986,5º stage Distance:,"124,5 km",Road – Stage,"    Evreux-le-Coudray (Haute-Normandie), France ","Villers-sur-Mer (Basse-Normandie), France",,Johan,Van Der Velde,The Netherlands ,N,,,,,,,62  years,Date of birth:,12-12-1956,Place of birth:,"Rijsbergen (Noord-Brabant), The Netherlands ",Date of death:||Place of death:|,1978-1990,Websites:,http://www.johanvandervelde.nl, , ,,,,,,,Professional:, ,Age:,62  years
842,09-07-1986,6º stage Distance:,200 km,Road – Stage,"    Villers-sur-Mer (Basse-Normandie), France ","Cherbourg (Basse-Normandie), France",,Guido,Bontempi,Italy ,N,,,,,,,59  years,Date of birth:,12-01-1960,Place of birth:,"Gussago (Lombardia), Italy ",Date of death:||Place of death:|,1981-1995,, , ,,,,,,,,Professional:, ,Age:,59  years
843,10-07-1986,7º stage Distance:,201 km,Road – Stage,"    Cherbourg (Basse-Normandie), France ","Saint-Hilaire-du-Harcouët (Basse-Normandie), France",,Ludo,Peeters,Belgium ,N,,,,,,,66  years,Date of birth:,09-08-1953,Place of birth:,"Hoogstraten (Antwerpen), Belgium ",Date of death:||Place of death:|,1974-1990,, , ,,,,,,,,Professional:, ,Age:,66  years
844,10-07-1986,10º stage Distance:,183 km,Road – Stage,"    Nantes (Pays de la Loire), France ","Futuroscope (Poitou-Charentes), France",,José Ángel,Sarrapio Borboja,Spain ,N,,,,,,,60  years,Date of birth:,21-02-1959,Place of birth:,"Santander (Cantabria), Spain ",Date of death:||Place of death:|,1984-1992,, , ,,,,,,,,Professional:, ,Age:,60  years
845,10-07-1986,11º stage Distance:,"258,3 km",Road – Stage,"    Poitiers (Poitou-Charentes), France ","Bordeaux (Aquitaine), France",,Rudy,Dhaenens,Belgium ,N,,,,,,,36 years,Date of birth:,10-04-1961,Place of birth:,"Deinze (Oost-Vlaanderen), Belgium ",Date of death:|06-04-1998|Place of death:| ,"    Aalst (Oost-Vlaanderen), Belgium",Professional:,1983-1992,, , ,,,,,,Date of death:|06-04-1998|Place of death:| , ,Age:,36 years
846,11-07-1986,8º stage Distance:,204 km,Road – Stage,"    Saint-Hilaire-du-Harcouët (Basse-Normandie), France ","Nantes (Pays de la Loire), France",,Eddy,Planckaert,Belgium ,N,,,,,,,60  years,Date of birth:,22-09-1958,Place of birth:,"Nevele (Oost-Vlaanderen), Belgium ",Date of death:||Place of death:|,1980-1991,, , ,,,,,,,,Professional:, ,Age:,60  years
847,12-07-1986,9º stage Distance:,"61,5 km",Road – Individual Time Trial,"    Nantes (Pays de la Loire), France ","Nantes (Pays de la Loire), France",,Bernard,Hinault,France ,N,,,,,,,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Date of death:||Place of death:|,1975-1986,, , ,,,,,,,,Professional:, ,Age:,64  years
848,15-07-1986,12º stage Distance:,"217,5 km",Road – Stage,"    Bayonne (Aquitaine), France ","Pau (Aquitaine), France",,Pedro,Delgado Robledo,Spain ,N,,,,,,,59  years,Date of birth:,15-04-1960,Place of birth:,"Segovia (Castilla y Leon), Spain ",Date of death:||Place of death:|,1982-1994,Websites:,http://www.pedrodelgado.com/, , ,,,,,,,Professional:, ,Age:,59  years
849,16-07-1986,13º stage Distance:,186 km,Road – Stage,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Greg,LeMond,United States of America ,N,,,,,,,58  years,Date of birth:,26-06-1961,Place of birth:,"Lakewood (California), United States of America ",Date of death:||Place of death:|,1981-1994,, , ,,,,,,,,Professional:, ,Age:,58  years
850,17-07-1986,14º stage Distance:,154 km,Road – Stage,"    Luchon (Midi-Pyrenees), France ","Blagnac (Midi-Pyrenees), France",,Niki,Rüttimann,Switzerland ,N,,,,,,,57  years,Date of birth:,18-08-1962,Place of birth:,"Untereggen (Sankt Gallen), Switzerland ",Date of death:||Place of death:|,1984-1990,, , ,,,,,,,,Professional:, ,Age:,57  years
851,18-07-1986,15º stage Distance:,"225,5 km",Road – Stage,"    Carcassonne (Languedoc-Roussillon), France ","Nîmes (Languedoc-Roussillon), France",,Frank,Hoste,Belgium ,N,,,,,,,63  years,Date of birth:,29-08-1955,Place of birth:,"Gent (Oost-Vlaanderen), Belgium ",Date of death:||Place of death:|,1977-1991,, , ,,,,,,,,Professional:, ,Age:,63  years
852,19-07-1986,16º stage Distance:,"246,5 km",Road – Stage,"    Nîmes (Languedoc-Roussillon), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Jean-François,Bernard,France ,N,,,,,,,57  years,Date of birth:,02-05-1962,Place of birth:,"Luzy (Bourgogne), France ",Date of death:||Place of death:|,1984-1996,, , ,,,,,,,,Professional:, ,Age:,57  years
853,20-07-1986,17º stage Distance:,190 km,Road – Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France",,Eduardo,Chozas Olmo,Spain ,N,,,,,,,59  years,Date of birth:,05-07-1960,Place of birth:,"Madrid (Madrid), Spain ",Date of death:||Place of death:|,1980-1993,, , ,,,,,,,,Professional:, ,Age:,59  years
854,21-07-1986,18º stage Distance:,"162,5 km",Road – Stage,"    Briançon (Provence-Alpes-Cote d'Azur), France ","L'Alpe-d'Huez (Rhone-Alpes), France",,Bernard,Hinault,France ,N,,,,,,,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Date of death:||Place of death:|,1975-1986,, , ,,,,,,,,Professional:, ,Age:,64  years
855,23-07-1986,19º stage Distance:,"179,5 km",Road – Stage,"    Villard-de-Lans (Rhone-Alpes), France ","Saint-Étienne (Rhone-Alpes), France",,Julián,Gorospe Artabe,Spain ,N,,,,,,,59  years,Date of birth:,22-03-1960,Place of birth:,"Mañaria (Pais Vasco), Spain ",Date of death:||Place of death:|,1982-1994,, , ,,,,,,,,Professional:, ,Age:,59  years
856,24-07-1986,20º stage Distance:,58 km,Road – Individual Time Trial,"    Saint-Etienne (Pays de la Loire), France ","Saint-Etienne (Pays de la Loire), France",,Bernard,Hinault,France ,N,,,,,,,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Date of death:||Place of death:|,1975-1986,, , ,,,,,,,,Professional:, ,Age:,64  years
857,25-07-1986,21º stage Distance:,190 km,Road – Stage,"    Saint-Etienne (Pays de la Loire), France ","Puy de Dôme (Auvergne), France",,Erich,Mächler,Switzerland ,N,,,,,,,58  years,Date of birth:,24-09-1960,Place of birth:,"Hochdorf (Luzern), Switzerland ",Date of death:||Place of death:|,1982-1995,, , ,,,,,,,,Professional:, ,Age:,58  years
858,26-07-1986,22º stage Distance:,194 km,Road – Stage,"    Clermont-Ferrand (Auvergne), France ","Nevers (Bourgogne), France",,Guido,Bontempi,Italy ,N,,,,,,,59  years,Date of birth:,12-01-1960,Place of birth:,"Gussago (Lombardia), Italy ",Date of death:||Place of death:|,1981-1995,, , ,,,,,,,,Professional:, ,Age:,59  years
859,27-07-1986,23º stage Distance:,255 km,Road – Stage,"    Cosne-sur-Loire (Bourgogne), France ","Paris (Ile-de-France), France",,Guido,Bontempi,Italy ,N,,,,,,,59  years,Date of birth:,12-01-1960,Place of birth:,"Gussago (Lombardia), Italy ",Date of death:||Place of death:|,1981-1995,, , ,,,,,,,,Professional:, ,Age:,59  years
860,27-07-1986, Distance:,4094 km,Classification – Road – Young Rider Classification,,"Paris (Ile-de-France), France",,Andrew,Hampsten,United States of America ,N,,,,,,,57  years,Date of birth:,07-04-1962,Place of birth:,"Boulder (Colorado), United States of America ",Date of death:||Place of death:|,1985-1996,, , ,,,,,,,,Professional:, ,Age:,57  years
861,27-07-1986, Distance:,4094 km,Classification – Road – Mountains Classification,"    Boulogne-Billancourt (Ile-de-France), France ","Paris (Ile-de-France), France",,Bernard,Hinault,France ,N,,,,,,,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Date of death:||Place of death:|,1975-1986,, , ,,,,,,,,Professional:, ,Age:,64  years
862,27-07-1986, Distance:,4094 km,Classification – Road – Points Classification,"    Boulogne-Billancourt (Ile-de-France), France ","Paris (Ile-de-France), France",,Eric,Vanderaerden,Belgium ,N,,,,,,,57  years,Date of birth:,11-02-1962,Place of birth:,"Herk-de-Stad (Limburg), Belgium ",Date of death:||Place of death:|,1983-1996,, , ,,,,,,,,Professional:, ,Age:,57  years
863,27-07-1986, Distance:,4094 km,Classification – Road – General Classification,"    Boulogne-Billancourt (Ile-de-France), France ","Paris (Ile-de-France), France",,Greg,LeMond,United States of America ,N,,,,,,,58  years,Date of birth:,26-06-1961,Place of birth:,"Lakewood (California), United States of America ",Date of death:||Place of death:|,1981-1994,, , ,,,,,,,,Professional:, ,Age:,58  years
864,28-06-1985,Prologue  Distance:,6.8 km,Road – Prologue,"    Plumelec (Bretagne), France ","Plumelec (Bretagne), France",,Bernard,Hinault,France ,N,,,,,,,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Date of death:||Place of death:|,1975-1986,, , ,,,,,,,,Professional:, ,Age:,64  years
865,29-06-1985,1º stage Distance:,256 km,Road – Stage,"    Vannes (Bretagne), France ","Lanester (Bretagne), France",,Rudy,Matthijs,Belgium ,N,,,,,,,60  years,Date of birth:,03-03-1959,Place of birth:,"Eeklo (Oost-Vlaanderen), Belgium ",Date of death:||Place of death:|,1981-1988,, , ,,,,,,,,Professional:, ,Age:,60  years
866,30-06-1985,2º stage Distance:,242 km,Road – Stage,"    Lorient (Bretagne), France ","Vitré (Bretagne), France",,Rudy,Matthijs,Belgium ,N,,,,,,,60  years,Date of birth:,03-03-1959,Place of birth:,"Eeklo (Oost-Vlaanderen), Belgium ",Date of death:||Place of death:|,1981-1988,, , ,,,,,,,,Professional:, ,Age:,60  years
867,01-07-1985,3º stage Distance:,73 km,Road – Team Time Trial,"    Vitré (Bretagne), France ","Fougères (Bretagne), France",,Bernard,Hinault,France ,N,,,,,,,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Date of death:||Place of death:|,1975-1986,, , ,,,,,,,,Professional:, ,Age:,64  years
