,Date,Stage,Distance Covered in km,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,Date of Birth,City of Birth,Country of Birth,Date of Death,City of Death,Country of Death,1st Innings From,1st Innings To,2nd Innings From,2nd Innings To,3rd Innings From,3rd Innings To,Career Span,1st Gap,2nd Innings Span,2nd Gap,3rd Innings Span,Total Career Span,Full Name
496,1999-04-07,1 ,209.0,Stage,"    Montaigu (Pays de la Loire), France ","Challans (Pays de la Loire), France",,Jaan,Kirsipuu,Estonia ,Y,   URS ,1969-07-17, 05-09-1991,,,,50  years,1969-07-17,Tartu (Tartumaa), Estonia ,,,,1993,2006,2009,2012,0,0,13,3,3,0,0,16,Jaan Kirsipuu
497,1999-05-07,2 ,202.0,Stage,"    Challans (Pays de la Loire), France ","Saint-Nazaire (Pays de la Loire), France",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
498,1999-06-07,3 ,194.0,Stage,"    Nantes (Pays de la Loire), France ","Laval (Pays de la Loire), France",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
499,1999-07-07,4 ,191.0,Stage,"    Laval (Pays de la Loire), France ","Blois (Centre), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
500,1999-08-07,5 ,228.0,Stage,"    Bonneval (Rhone-Alpes), France ","Amiens (Picardie), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
501,1999-09-07,6 ,169.0,Stage,"    Amiens (Picardie), France ","Maubeuge (Nord-Pas-de-Calais), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
502,1999-10-07,7 ,223.0,Stage,"    Avesnes-sur-Helpe (Nord-Pas-de-Calais), France ","Thionville (Lorraine), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
503,1999-11-07,8 ,56.0,Individual Time Trial,"    Metz (Lorraine), France ","Metz (Lorraine), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
504,1999-07-13,9 ,215.0,Stage,"    Le Grand Bornand (Rhone-Alpes), France ","Sestriere (Piemonte), Italy",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
505,1999-07-14,10 ,218.0,Stage,"    Sestriere (Piemonte), Italy ","L'Alpe-d'Huez (Rhone-Alpes), France",,Giuseppe,Guerini,Italy ,N,,1970-02-14,,,,,49  years,1970-02-14,Gazzaniga (Lombardia), Italy ,,,,1993,2007,0,0,0,0,14,0,0,0,0,14,Giuseppe Guerini
506,1999-07-15,11 ,198.5,Stage,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Saint-Etienne (Pays de la Loire), France",,Ludo,Dierckxsens,Belgium ,N,,1964-10-14,,,,,54  years,1964-10-14,Geel (Antwerpen), Belgium ,,,,1994,2005,0,0,0,0,11,0,0,0,0,11,Ludo Dierckxsens
507,1999-07-16,12 ,197.0,Stage,"    Saint-Galmier (Rhone-Alpes), France ","Saint-Flour (Auvergne), France",,David,Etxebarria Alkorta,Spain ,N,,1973-07-23,,,,,46  years,1973-07-23,Abadiano (Pais Vasco), Spain ,,,,1994,2006,0,0,0,0,12,0,0,0,0,12,David Etxebarria Alkorta
508,1999-07-17,13 ,237.0,Stage,"    Saint-Flour (Auvergne), France ","Albi (Midi-Pyrenees), France",,Salvatore,Commesso,Italy ,N,,1975-03-28,,,,,44  years,1975-03-28,Torre del Greco (Campania), Italy ,,,,1998,2010,0,0,0,0,12,0,0,0,0,12,Salvatore Commesso
509,1999-07-18,14 ,189.0,Stage,"    Castres (Midi-Pyrenees), France ","Saint-Gaudens (Midi-Pyrenees), France",,Dmitri,Konychev,Russia ,N,,1966-08-02,,,,,53  years,1966-08-02,Moscou (Moscou City), Russia ,,,,1989,2006,0,0,0,0,17,0,0,0,0,17,Dmitri Konychev
510,1999-07-20,15 ,174.0,Stage,"    Saint-Gaudens (Midi-Pyrenees), France ","Piau-Engaly (Midi-Pyrenees), France",,Fernando,Escartín Coti,Spain ,N,,1968-01-24,,,,,51  years,1968-01-24,Biescas (Aragon), Spain ,,,,1990,2002,0,0,0,0,12,0,0,0,0,12,Fernando Escartín Coti
511,1999-07-21,16 ,192.0,Stage,"    Lannemezan (Midi-Pyrenees), France ","Pau (Aquitaine), France",,David,Etxebarria Alkorta,Spain ,N,,1973-07-23,,,,,46  years,1973-07-23,Abadiano (Pais Vasco), Spain ,,,,1994,2006,0,0,0,0,12,0,0,0,0,12,David Etxebarria Alkorta
512,1999-07-22,17 ,184.0,Stage,"    Mourenx (Aquitaine), France ","Bordeaux (Aquitaine), France",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
513,1999-07-23,18 ,182.0,Stage,"    Jonzac (Poitou-Charentes), France ","Futuroscope (Poitou-Charentes), France",,Giampaolo,Mondini,Italy ,N,,1972-07-15,,,,,47  years,1972-07-15,Faenza (Emilia-Romagna), Italy ,,,,1996,2003,0,0,0,0,7,0,0,0,0,7,Giampaolo Mondini
514,1999-07-24,19 ,57.0,Individual Time Trial,"    Futuroscope (Poitou-Charentes), France ","Futuroscope (Poitou-Charentes), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
515,1999-07-25,20 ,160.0,Stage,"    Arpajon (Ile-de-France), France ","Paris (Ile-de-France), France",,Robbie,McEwen,Australia ,N,,1972-06-24,,,,,47  years,1972-06-24,Brisbane (Queensland), Australia ,,,,1996,2012,0,0,0,0,16,0,0,0,0,16,Robbie McEwen
516,1999-07-25,Total Distance,3687.0,Points Classification,,"Paris (Ile-de-France), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
517,1999-07-25,Total Distance,3687.0,Mountains Classification,,"Paris (Ile-de-France), France",,Richard,Virenque,France ,N,,1969-11-19,,,,,49  years,1969-11-19,Casablanca (Grand Casablanca), Morocco ,,,,1991,2004,0,0,0,0,13,0,0,0,0,13,Richard Virenque
518,1999-07-25,Total Distance,3687.0,General Classification,,"Paris (Ile-de-France), France",,Lance,Armstrong,United States of America ,N,,1971-09-18,,,,,47  years,1971-09-18,Plano (Texas), United States of America ,,,,1992,2005,2009,2011,0,0,13,4,2,0,0,15,Lance Armstrong
519,1998-11-07,Prologue,5.6,Prologue,"    Dublin (Dublin), Ireland ","Dublin (Dublin), Ireland",,Chris,Boardman,Great Britain ,N,,1968-08-26,,,,,51  years,1968-08-26,Hoylake (Merseyside), Great Britain ,,,,1993,2000,0,0,0,0,7,0,0,0,0,7,Chris Boardman
520,1998-12-07,1 ,180.0,Stage,"    Dublin (Dublin), Ireland ","Dublin (Dublin), Ireland",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
521,1998-07-13,2 ,205.5,Stage,"    Enniscorthy (Wexford), Ireland ","Cork (Cork), Ireland",,Ján,Svorada,Czech Republic ,Y,   TCH ,1968-08-28, 31-12-1992,   SVK ,1993-01-01, 31-12-1995,50  years,1968-08-28,Trenčín , Czechoslovakia ,,,,1991,2005,0,0,0,0,14,0,0,0,0,14,Ján Svorada
522,1998-07-14,3 ,167.0,Stage,"    Roscoff (Bretagne), France ","Lorient (Bretagne), France",,Jens,Heppner,Germany ,Y,   GDR ,1964-12-23, 02-10-1990,,,,54  years,1964-12-23,Gera (Thuringen), German Democratic Republik ,,,,1991,2005,0,0,0,0,14,0,0,0,0,14,Jens Heppner
523,1998-07-15,4 ,248.0,Stage,"    Plouay (Bretagne), France ","Cholet (Pays de la Loire), France",,Jeroen,Blijlevens,The Netherlands ,N,,1971-12-29,,,,,47  years,1971-12-29,Rijen (Noord-Brabant), The Netherlands ,,,,1994,2004,0,0,0,0,10,0,0,0,0,10,Jeroen Blijlevens
524,1998-07-16,5 ,227.0,Stage,"    Cholet (Pays de la Loire), France ","Châteauroux (Centre), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
525,1998-07-17,6 ,210.0,Stage,"    La Châtre (Centre), France ","Brive-la-Gaillarde (Limousin), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
526,1998-07-18,7 ,58.0,Individual Time Trial,"    Meyrignac-l'Eglise (Limousin), France ","Corrèze (Limousin), France",,Jan,Ullrich,Germany ,N,,1973-02-12,,,,,45  years,1973-02-12,Rostock (Mecklenburg-Vorpommern), German Democratic Republik ,,,,1995,2006,0,0,0,0,11,0,0,0,0,11,Jan Ullrich
527,1998-07-19,8 ,189.0,Stage,"    Brive-la-Gaillarde (Limousin), France ","Montauban (Bretagne), France",,Jacky,Durand,France ,N,,1967-10-02,,,,,52  years,1967-10-02,Laval (Pays de la Loire), France ,,,,1990,2004,0,0,0,0,14,0,0,0,0,14,Jacky Durand
528,1998-07-20,9 ,210.0,Stage,"    Montauban (Bretagne), France ","Pau (Aquitaine), France",,Leon,Van Bon,The Netherlands ,N,,1972-01-28,,,,,47  years,1972-01-28,Asperen (Zuid-Holland), The Netherlands ,,,,1994,2012,0,0,0,0,18,0,0,0,0,18,Leon Van Bon
529,1998-07-21,10 ,197.0,Stage,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Rodolfo,Massi,Italy ,N,,1965-09-17,,,,,53  years,1965-09-17,Corinaldo (Marche), Italy ,,,,1987,2003,0,0,0,0,16,0,0,0,0,16,Rodolfo Massi
530,1998-07-22,11 ,170.0,Stage,"    Luchon (Midi-Pyrenees), France ","Plateau de Beille (Midi-Pyrenees), France",,Marco,Pantani,Italy ,N,,1970-01-13,,,,,34 years,1970-01-13,Cesena (Emilia-Romagna), Italy ,14-02-2004,    Rimini (Emilia-Romagna), Italy,1992,2003,0,0,0,0,11,0,0,0,0,11,Marco Pantani
531,1998-07-24,12 ,221.0,Stage,"    Tarascon-sur-Ariège (Midi-Pyrenees), France ","Le Cap d'Agde (Languedoc-Roussillon), France",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
532,1998-07-25,13 ,191.0,Stage,"    Frontignan (Languedoc-Roussillon), France ","Carpentras (Provence-Alpes-Cote d'Azur), France",,Daniele,Nardello,Italy ,N,,1972-02-08,,,,,47  years,1972-02-08,Varese (Lombardia), Italy ,,,,1994,2009,0,0,0,0,15,0,0,0,0,15,Daniele Nardello
533,1998-07-26,14 ,185.0,Stage,"    Valréas (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France",,Stuart,O'Grady,Australia ,N,,1973-06-08,,,,,46  years,1973-06-08,Adelaide (South Australia), Australia ,,,,1995,2013,0,0,0,0,18,0,0,0,0,18,Stuart O'Grady
534,1998-07-27,15 ,189.0,Stage,"    Grenoble (Rhone-Alpes), France ","Les Deux Alpes (Provence-Alpes-Cote d'Azur), France",,Marco,Pantani,Italy ,N,,1970-01-13,,,,,34 years,1970-01-13,Cesena (Emilia-Romagna), Italy ,14-02-2004,    Rimini (Emilia-Romagna), Italy,1992,2003,0,0,0,0,11,0,0,0,0,11,Marco Pantani
535,1998-07-28,16 ,204.0,Stage,"    Vizille (Rhone-Alpes), France ","Albertville (Rhone-Alpes), France",,Jan,Ullrich,Germany ,N,,1973-02-12,,,,,45  years,1973-02-12,Rostock (Mecklenburg-Vorpommern), German Democratic Republik ,,,,1995,2006,0,0,0,0,11,0,0,0,0,11,Jan Ullrich
536,1998-07-29,17 ,149.0,Stage,"    Albertville (Rhone-Alpes), France ","Aix-les-Bains (Rhone-Alpes), France",,X,X,Unknown ,N,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,X X
537,1998-07-30,18 ,218.0,Stage,"    Aix-les-Bains (Rhone-Alpes), France ","Neuchâtel (Neuchatel), Switzerland",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
538,1998-07-31,19 ,242.0,Stage,"    La Chaux-de-Fonds (Neuchatel), Switzerland ","Autun (Bourgogne), France",,Magnus,Bäckstedt,Sweden ,N,,1975-01-30,,,,,44  years,1975-01-30,Linköping (Ostergotlands Lan), Sweden ,,,,1996,2009,0,0,0,0,13,0,0,0,0,13,Magnus Bäckstedt
539,1998-01-08,20 ,53.0,Individual Time Trial,"    Montceau-les-Mines (Bourgogne), France ","Le Creusot (Bourgogne), France",,Jan,Ullrich,Germany ,N,,1973-02-12,,,,,45  years,1973-02-12,Rostock (Mecklenburg-Vorpommern), German Democratic Republik ,,,,1995,2006,0,0,0,0,11,0,0,0,0,11,Jan Ullrich
540,1998-02-08,21 ,147.0,Stage,"    Melun (Ile-de-France), France ","Paris (Ile-de-France), France",,Tom,Steels,Belgium ,N,,1971-02-09,,,,,47  years,1971-02-09,Sint-Gillis-Waas (Oost-Vlaanderen), Belgium ,,,,1994,2008,0,0,0,0,14,0,0,0,0,14,Tom Steels
541,1998-02-08,Total Distance,3877.0,Points Classification,,"Paris (Ile-de-France), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
542,1998-02-08,Total Distance,3877.0,Mountains Classification,,"Paris (Ile-de-France), France",,Christophe,Rinero,France ,N,,1973-12-29,,,,,45  years,1973-12-29,Moissac (Midi-Pyrenees), France ,,,,1996,2008,0,0,0,0,12,0,0,0,0,12,Christophe Rinero
543,1998-02-08,Total Distance,3877.0,General Classification,,"Paris (Ile-de-France), France",,Marco,Pantani,Italy ,N,,1970-01-13,,,,,34 years,1970-01-13,Cesena (Emilia-Romagna), Italy ,14-02-2004,    Rimini (Emilia-Romagna), Italy,1992,2003,0,0,0,0,11,0,0,0,0,11,Marco Pantani
544,1998-02-08,Total Distance,3877.0,Young Rider Classification,"    Dublin (Dublin), Ireland ","Paris (Ile-de-France), France",,Jan,Ullrich,Germany ,N,,1973-02-12,,,,,45  years,1973-02-12,Rostock (Mecklenburg-Vorpommern), German Democratic Republik ,,,,1995,2006,0,0,0,0,11,0,0,0,0,11,Jan Ullrich
545,1997-05-07,Prologue,7.3,Prologue,"    Rouen (Haute-Normandie), France ","Rouen (Haute-Normandie), France",,Chris,Boardman,Great Britain ,N,,1968-08-26,,,,,51  years,1968-08-26,Hoylake (Merseyside), Great Britain ,,,,1993,2000,0,0,0,0,7,0,0,0,0,7,Chris Boardman
546,1997-06-07,1 ,192.0,Stage,"    Rouen (Haute-Normandie), France ","Forges-les-Eaux (Haute-Normandie), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
547,1997-07-07,2 ,262.0,Stage,"    Saint-Valéry-en-Caux (Haute-Normandie), France ","Vire (Basse-Normandie), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
548,1997-08-07,3 ,224.0,Stage,"     , France ","Plumelec (Bretagne), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
549,1997-09-07,4 ,223.0,Stage,"    Plumelec (Bretagne), France ","Le Puy (Aquitaine), France",,Nicola,Minali,Italy ,N,,1969-10-11,,,,,49  years,1969-10-11,Isola della Scala (Veneto), Italy ,,,,1993,2002,0,0,0,0,9,0,0,0,0,9,Nicola Minali
550,1997-10-07,5 ,261.5,Stage,"    Chantonnay (Pays de la Loire), France ","La Chatie (Limousin), France",,Cédric,Vasseur,France ,N,,1970-08-18,,,,,49  years,1970-08-18,Haubourdin (Nord-Pas-de-Calais), France ,,,,1994,2007,0,0,0,0,13,0,0,0,0,13,Cédric Vasseur
551,1997-11-07,6 ,215.5,Stage,"    Le Blanc (Centre), France ","Marennes (Poitou-Charentes), France",,Jeroen,Blijlevens,The Netherlands ,N,,1971-12-29,,,,,47  years,1971-12-29,Rijen (Noord-Brabant), The Netherlands ,,,,1994,2004,0,0,0,0,10,0,0,0,0,10,Jeroen Blijlevens
552,1997-12-07,7 ,194.0,Stage,"    Marennes (Poitou-Charentes), France ","Bordeaux (Aquitaine), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
553,1997-07-13,8 ,161.5,Stage,"    Sauternes (Aquitaine), France ","Pau (Aquitaine), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
554,1997-07-14,9 ,182.0,Stage,"    Pau (Aquitaine), France ","Loudenvielle (Midi-Pyrenees), France",,Laurent,Brochard,France ,N,,1968-03-26,,,,,51  years,1968-03-26,Le Mans (Pays de la Loire), France ,,,,1992,2007,0,0,0,0,15,0,0,0,0,15,Laurent Brochard
555,1997-07-15,10 ,252.5,Stage,"    Luchon (Midi-Pyrenees), France ","Andorre (Andorra la Vella), Andorra",,Jan,Ullrich,Germany ,N,,1973-02-12,,,,,45  years,1973-02-12,Rostock (Mecklenburg-Vorpommern), German Democratic Republik ,,,,1995,2006,0,0,0,0,11,0,0,0,0,11,Jan Ullrich
556,1997-07-16,11 ,192.0,Stage,"    Andorra (Andorra la Vella), Andorra ","Perpignan (Languedoc-Roussillon), France",,Laurent,Desbiens,France ,N,,1969-09-16,,,,,49  years,1969-09-16,Mons-en-Baroeul (Nord-Pas-de-Calais), France ,,,,1991,2001,0,0,0,0,10,0,0,0,0,10,Laurent Desbiens
557,1997-07-18,12 ,55.5,Individual Time Trial,"    Saint-Etienne (Pays de la Loire), France ","Saint-Etienne (Pays de la Loire), France",,Jan,Ullrich,Germany ,N,,1973-02-12,,,,,45  years,1973-02-12,Rostock (Mecklenburg-Vorpommern), German Democratic Republik ,,,,1995,2006,0,0,0,0,11,0,0,0,0,11,Jan Ullrich
558,1997-07-19,13 ,203.5,Stage,"    Saint-Etienne (Pays de la Loire), France ","L'Alpe-d'Huez (Rhone-Alpes), France",,Marco,Pantani,Italy ,N,,1970-01-13,,,,,34 years,1970-01-13,Cesena (Emilia-Romagna), Italy ,14-02-2004,    Rimini (Emilia-Romagna), Italy,1992,2003,0,0,0,0,11,0,0,0,0,11,Marco Pantani
559,1997-07-20,14 ,148.0,Stage,"    Le Bourg-d'Oisans (Rhone-Alpes), France ","Courchevel (Rhone-Alpes), France",,Richard,Virenque,France ,N,,1969-11-19,,,,,49  years,1969-11-19,Casablanca (Grand Casablanca), Morocco ,,,,1991,2004,0,0,0,0,13,0,0,0,0,13,Richard Virenque
560,1997-07-21,15 ,208.5,Stage,"    Courchevel (Rhone-Alpes), France ","Morzine (Rhone-Alpes), France",,Marco,Pantani,Italy ,N,,1970-01-13,,,,,34 years,1970-01-13,Cesena (Emilia-Romagna), Italy ,14-02-2004,    Rimini (Emilia-Romagna), Italy,1992,2003,0,0,0,0,11,0,0,0,0,11,Marco Pantani
561,1997-07-22,16 ,181.0,Stage,"    Morzine (Rhone-Alpes), France ","Fribourg (Lorraine), France",,Christophe,Mengin,France ,N,,1968-03-09,,,,,50  years,1968-03-09,Cornimont (Lorraine), France ,,,,1995,2008,0,0,0,0,13,0,0,0,0,13,Christophe Mengin
562,1997-07-23,17 ,218.5,Stage,"    Fribourg (Lorraine), France ","Colmar (Alsace), France",,Neil,Stephens,Australia ,N,,1963-01-10,,,,,55  years,1963-01-10,Canberra (Australian Capital Territory), Australia ,,,,1983,1998,0,0,0,0,15,0,0,0,0,15,Neil Stephens
563,1997-07-24,18 ,175.5,Stage,"    Colmar (Alsace), France ","Montbéliard (Franche-Comte), France",,Didier,Rous,France ,N,,1970-09-18,,,,,48  years,1970-09-18,Montauban (Midi-Pyrenees), France ,,,,1993,2007,0,0,0,0,14,0,0,0,0,14,Didier Rous
564,1997-07-25,19 ,172.0,Stage,"    Montbéliard (Franche-Comte), France ","Dijon (Bourgogne), France",,Mario,Traversoni,Italy ,N,,1972-12-04,,,,,47  years,1972-12-04,Codogno (Lombardia), Italy ,,,,1996,2002,0,0,0,0,6,0,0,0,0,6,Mario Traversoni
565,1997-07-26,20 ,63.0,Individual Time Trial,"    Disneyland (Ile-de-France), France ","Disneyland (Ile-de-France), France",,Abraham,Olano Manzano,Spain ,N,,1970-01-22,,,,,49  years,1970-01-22,Donostia/San Sebastián (Pais Vasco), Spain ,,,,1992,2002,0,0,0,0,10,0,0,0,0,10,Abraham Olano Manzano
566,1997-07-27,21 ,149.5,Stage,"    Disneyland (Ile-de-France), France ","Paris (Ile-de-France), France",,Nicola,Minali,Italy ,N,,1969-10-11,,,,,49  years,1969-10-11,Isola della Scala (Veneto), Italy ,,,,1993,2002,0,0,0,0,9,0,0,0,0,9,Nicola Minali
567,1997-07-27,Total Distance,3944.0,Points Classification,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
568,1997-07-27,Total Distance,3944.0,Mountains Classification,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France",,Richard,Virenque,France ,N,,1969-11-19,,,,,49  years,1969-11-19,Casablanca (Grand Casablanca), Morocco ,,,,1991,2004,0,0,0,0,13,0,0,0,0,13,Richard Virenque
569,1997-07-27,Total Distance,3944.0,General Classification,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France",,Jan,Ullrich,Germany ,N,,1973-02-12,,,,,45  years,1973-02-12,Rostock (Mecklenburg-Vorpommern), German Democratic Republik ,,,,1995,2006,0,0,0,0,11,0,0,0,0,11,Jan Ullrich
570,1997-07-27,Total Distance,3944.0,Young Rider Classification,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France",,Jan,Ullrich,Germany ,N,,1973-02-12,,,,,45  years,1973-02-12,Rostock (Mecklenburg-Vorpommern), German Democratic Republik ,,,,1995,2006,0,0,0,0,11,0,0,0,0,11,Jan Ullrich
571,1996-06-29,Prologue,9.4,Prologue,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","'s-Hertogenbosch (Noord-Brabant), The Netherlands",,Alex,Zülle,Switzerland ,N,,1968-05-07,,,,,51  years,1968-05-07,Wil (Sankt Gallen), Switzerland ,,,,1991,2004,0,0,0,0,13,0,0,0,0,13,Alex Zülle
572,1996-06-30,1 ,209.0,Stage,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","'s-Hertogenbosch (Noord-Brabant), The Netherlands",,Frédéric,Moncassin,France ,N,,1968-09-26,,,,,50  years,1968-09-26,Toulouse (Midi-Pyrenees), France ,,,,1990,1999,0,0,0,0,9,0,0,0,0,9,Frédéric Moncassin
573,1996-01-07,2 ,247.5,Stage,"    's-Hertogenbosch (Noord-Brabant), The Netherlands ","Wasquehal (Nord-Pas-de-Calais), France",,Mario,Cipollini,Italy ,N,,1967-03-22,,,,,52  years,1967-03-22,Lucca (Toscana), Italy ,,,,1989,2005,2008,2008,0,0,16,3,0,0,0,16,Mario Cipollini
574,1996-02-07,3 ,195.0,Stage,"    Wasquehal (Nord-Pas-de-Calais), France ","Nogent-sur-Oise (Picardie), France",,Erik,Zabel,Germany ,Y,   GDR ,1970-07-07, 03-10-1990,,,,49  years,1970-07-07,Berlin (Berlin), Germany ,,,,1992,2008,0,0,0,0,16,0,0,0,0,16,Erik Zabel
575,1996-03-07,4 ,232.0,Stage,"    Soissons (Picardie), France ","Lac de Madine (Lorraine), France",,Cyril,Saugrain,France ,N,,1973-06-22,,,,,46  years,1973-06-22,Livry-Gargan (Ile-de-France), France ,,,,1994,2003,0,0,0,0,9,0,0,0,0,9,Cyril Saugrain
576,1996-04-07,5 ,242.0,Stage,"    Lac de Madine (Lorraine), France ","Besançon (Franche-Comte), France",,Jeroen,Blijlevens,The Netherlands ,N,,1971-12-29,,,,,47  years,1971-12-29,Rijen (Noord-Brabant), The Netherlands ,,,,1994,2004,0,0,0,0,10,0,0,0,0,10,Jeroen Blijlevens
577,1996-05-07,6 ,207.0,Stage,"    Arc-et-Senans (Franche-Comte), France ","Aix-les-Bains (Rhone-Alpes), France",,Michael,Boogerd,The Netherlands ,N,,1972-05-28,,,,,47  years,1972-05-28,Den Haag (Zuid-Holland), The Netherlands ,,,,1994,2007,0,0,0,0,13,0,0,0,0,13,Michael Boogerd
578,1996-06-07,7 ,200.0,Stage,"    Chambéry (Rhone-Alpes), France ","Les Arcs (Provence-Alpes-Cote d'Azur), France",,Luc,Leblanc,France ,N,,1966-04-08,,,,,53  years,1966-04-08,Limoges (Limousin), France ,,,,1987,1998,0,0,0,0,11,0,0,0,0,11,Luc Leblanc
579,1996-07-07,8 ,30.5,Individual Time Trial,"    Bourg-Saint-Maurice (Rhone-Alpes), France ","Val-d'Isere (Rhone-Alpes), France",,Evgueni,Berzin,Russia ,Y,   URS ,1970-03-06, 24-12-1991,,,,49  years,1970-03-06,Vyborg (Leningrad), Russia ,,,,1993,2001,0,0,0,0,8,0,0,0,0,8,Evgueni Berzin
