,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
833,Date:,26-07-1987, Distance:,4231 km,Classification – Road – Points Classification,          Departure:,"    Berlin (Berlin), Germany ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Jean-Paul,Family name:,Van Poppel,Nationality:,The Netherlands ,Gender:, ,Age:,56  years,Date of birth:,30-09-1962,Place of birth:,"Tilburg (Noord-Brabant), The Netherlands ",Professional:,1985-1995,, , ,,,,,,,
834,Date:,26-07-1987, Distance:,4231 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Stephen,Family name:,Roche,Nationality:,Ireland ,Gender:, ,Age:,59  years,Date of birth:,28-11-1959,Place of birth:,"Dundrum (Dublin), Ireland ",Professional:,1982-1993,, , ,,,,,,,
835,Date:,26-07-1987, Distance:,4231 km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Luis Alberto,Family name:,Herrera Herrera,Nationality:,Colombia ,Gender:, ,Age:,58  years,Date of birth:,04-05-1961,Place of birth:,"Fusagasuga (Cundinamarca), Colombia ",Professional:,1985-1992,, , ,,,,,,,
836,Date:,04-07-1986,Prologue  Distance:,"4,6 km",Road – Prologue,          Departure:,"    Boulogne-Billancourt (Ile-de-France), France ",              Arrival:,"Boulogne-Billancourt (Ile-de-France), France",,,,Name:,Thierry,Family name:,Marie,Nationality:,France ,Gender:, ,Age:,56  years,Date of birth:,25-06-1963,Place of birth:,"Bénouville (Basse-Normandie), France ",Professional:,1985-1996,, , ,,,,,,,
837,Date:,05-07-1986,1º stage Distance:,85 km,Road – Stage,          Departure:,"    Nanterre (Ile-de-France), France ",              Arrival:,"Sceaux (Ile-de-France), France",,,,Name:,Pol,Family name:,Verschuere,Nationality:,Belgium ,Gender:, ,Age:,64  years,Date of birth:,18-01-1955,Place of birth:,"Kortrijk (West-Vlaanderen), Belgium ",Professional:,1976-1989,, , ,,,,,,,
838,Date:,05-07-1986,2º stage Distance:,56 km,Road – Team Time Trial,          Departure:,"    Meudon (Ile-de-France), France ",              Arrival:,"Saint-Quentin-en-Yvelines (Ile-de-France), France",,,,Name:,Laurent,Family name:,Fignon,Nationality:,France ,Gender:, ,Age:,50 years,Date of birth:,12-08-1960,Place of birth:,"Paris (Ile-de-France), France ",Date of death:31-08-2010Place of death: ,"    Paris (Ile-de-France), France",Professional:,1982-1993,Commemorations, , ,,,,,
839,Date:,06-07-1986,3º stage Distance:,214 km,Road – Stage,          Departure:,"    Levallois-Perret (Ile-de-France), France ",              Arrival:,"Liévin (Nord-Pas-de-Calais), France",,,,Name:,Davis,Family name:,Phinney,Nationality:,United States of America ,Gender:, ,Age:,60  years,Date of birth:,10-07-1959,Place of birth:,"Boulder (Colorado), United States of America ",Professional:,1985-1993,, , ,,,,,,,
840,Date:,07-07-1986,4º stage Distance:,243 km,Road – Stage,          Departure:,"    Liévin (Nord-Pas-de-Calais), France ",              Arrival:,"Évreux (Haute-Normandie), France",,,,Name:,Pello,Family name:,Ruiz Cabestany,Nationality:,Spain ,Gender:, ,Age:,57  years,Date of birth:,17-03-1962,Place of birth:,"Donostia/San Sebastián (Pais Vasco), Spain ",Professional:,1984-1994,, , ,,,,,,,
841,Date:,08-07-1986,5º stage Distance:,"124,5 km",Road – Stage,          Departure:,"    Evreux-le-Coudray (Haute-Normandie), France ",              Arrival:,"Villers-sur-Mer (Basse-Normandie), France",,,,Name:,Johan,Family name:,Van Der Velde,Nationality:,The Netherlands ,Gender:, ,Age:,62  years,Date of birth:,12-12-1956,Place of birth:,"Rijsbergen (Noord-Brabant), The Netherlands ",Professional:,1978-1990,Websites:,http://www.johanvandervelde.nl, , ,,,,,,
842,Date:,09-07-1986,6º stage Distance:,200 km,Road – Stage,          Departure:,"    Villers-sur-Mer (Basse-Normandie), France ",              Arrival:,"Cherbourg (Basse-Normandie), France",,,,Name:,Guido,Family name:,Bontempi,Nationality:,Italy ,Gender:, ,Age:,59  years,Date of birth:,12-01-1960,Place of birth:,"Gussago (Lombardia), Italy ",Professional:,1981-1995,, , ,,,,,,,
843,Date:,10-07-1986,7º stage Distance:,201 km,Road – Stage,          Departure:,"    Cherbourg (Basse-Normandie), France ",              Arrival:,"Saint-Hilaire-du-Harcouët (Basse-Normandie), France",,,,Name:,Ludo,Family name:,Peeters,Nationality:,Belgium ,Gender:, ,Age:,66  years,Date of birth:,09-08-1953,Place of birth:,"Hoogstraten (Antwerpen), Belgium ",Professional:,1974-1990,, , ,,,,,,,
844,Date:,10-07-1986,10º stage Distance:,183 km,Road – Stage,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"Futuroscope (Poitou-Charentes), France",,,,Name:,José Ángel,Family name:,Sarrapio Borboja,Nationality:,Spain ,Gender:, ,Age:,60  years,Date of birth:,21-02-1959,Place of birth:,"Santander (Cantabria), Spain ",Professional:,1984-1992,, , ,,,,,,,
845,Date:,10-07-1986,11º stage Distance:,"258,3 km",Road – Stage,          Departure:,"    Poitiers (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Rudy,Family name:,Dhaenens,Nationality:,Belgium ,Gender:, ,Age:,36 years,Date of birth:,10-04-1961,Place of birth:,"Deinze (Oost-Vlaanderen), Belgium ",Date of death:06-04-1998Place of death: ,"    Aalst (Oost-Vlaanderen), Belgium",Professional:,1983-1992,, , ,,,,,
846,Date:,11-07-1986,8º stage Distance:,204 km,Road – Stage,          Departure:,"    Saint-Hilaire-du-Harcouët (Basse-Normandie), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,,Name:,Eddy,Family name:,Planckaert,Nationality:,Belgium ,Gender:, ,Age:,60  years,Date of birth:,22-09-1958,Place of birth:,"Nevele (Oost-Vlaanderen), Belgium ",Professional:,1980-1991,, , ,,,,,,,
847,Date:,12-07-1986,9º stage Distance:,"61,5 km",Road – Individual Time Trial,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,,Name:,Bernard,Family name:,Hinault,Nationality:,France ,Gender:, ,Age:,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Professional:,1975-1986,, , ,,,,,,,
848,Date:,15-07-1986,12º stage Distance:,"217,5 km",Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,,Name:,Pedro,Family name:,Delgado Robledo,Nationality:,Spain ,Gender:, ,Age:,59  years,Date of birth:,15-04-1960,Place of birth:,"Segovia (Castilla y Leon), Spain ",Professional:,1982-1994,Websites:,http://www.pedrodelgado.com/, , ,,,,,,
849,Date:,16-07-1986,13º stage Distance:,186 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,,Name:,Greg,Family name:,LeMond,Nationality:,United States of America ,Gender:, ,Age:,58  years,Date of birth:,26-06-1961,Place of birth:,"Lakewood (California), United States of America ",Professional:,1981-1994,, , ,,,,,,,
850,Date:,17-07-1986,14º stage Distance:,154 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Blagnac (Midi-Pyrenees), France",,,,Name:,Niki,Family name:,Rüttimann,Nationality:,Switzerland ,Gender:, ,Age:,57  years,Date of birth:,18-08-1962,Place of birth:,"Untereggen (Sankt Gallen), Switzerland ",Professional:,1984-1990,, , ,,,,,,,
851,Date:,18-07-1986,15º stage Distance:,"225,5 km",Road – Stage,          Departure:,"    Carcassonne (Languedoc-Roussillon), France ",              Arrival:,"Nîmes (Languedoc-Roussillon), France",,,,Name:,Frank,Family name:,Hoste,Nationality:,Belgium ,Gender:, ,Age:,63  years,Date of birth:,29-08-1955,Place of birth:,"Gent (Oost-Vlaanderen), Belgium ",Professional:,1977-1991,, , ,,,,,,,
852,Date:,19-07-1986,16º stage Distance:,"246,5 km",Road – Stage,          Departure:,"    Nîmes (Languedoc-Roussillon), France ",              Arrival:,"Gap (Provence-Alpes-Cote d'Azur), France",,,,Name:,Jean-François,Family name:,Bernard,Nationality:,France ,Gender:, ,Age:,57  years,Date of birth:,02-05-1962,Place of birth:,"Luzy (Bourgogne), France ",Professional:,1984-1996,, , ,,,,,,,
853,Date:,20-07-1986,17º stage Distance:,190 km,Road – Stage,          Departure:,"    Gap (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,,Name:,Eduardo,Family name:,Chozas Olmo,Nationality:,Spain ,Gender:, ,Age:,59  years,Date of birth:,05-07-1960,Place of birth:,"Madrid (Madrid), Spain ",Professional:,1980-1993,, , ,,,,,,,
854,Date:,21-07-1986,18º stage Distance:,"162,5 km",Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,,Name:,Bernard,Family name:,Hinault,Nationality:,France ,Gender:, ,Age:,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Professional:,1975-1986,, , ,,,,,,,
855,Date:,23-07-1986,19º stage Distance:,"179,5 km",Road – Stage,          Departure:,"    Villard-de-Lans (Rhone-Alpes), France ",              Arrival:,"Saint-Étienne (Rhone-Alpes), France",,,,Name:,Julián,Family name:,Gorospe Artabe,Nationality:,Spain ,Gender:, ,Age:,59  years,Date of birth:,22-03-1960,Place of birth:,"Mañaria (Pais Vasco), Spain ",Professional:,1982-1994,, , ,,,,,,,
856,Date:,24-07-1986,20º stage Distance:,58 km,Road – Individual Time Trial,          Departure:,"    Saint-Etienne (Pays de la Loire), France ",              Arrival:,"Saint-Etienne (Pays de la Loire), France",,,,Name:,Bernard,Family name:,Hinault,Nationality:,France ,Gender:, ,Age:,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Professional:,1975-1986,, , ,,,,,,,
857,Date:,25-07-1986,21º stage Distance:,190 km,Road – Stage,          Departure:,"    Saint-Etienne (Pays de la Loire), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,,Name:,Erich,Family name:,Mächler,Nationality:,Switzerland ,Gender:, ,Age:,58  years,Date of birth:,24-09-1960,Place of birth:,"Hochdorf (Luzern), Switzerland ",Professional:,1982-1995,, , ,,,,,,,
858,Date:,26-07-1986,22º stage Distance:,194 km,Road – Stage,          Departure:,"    Clermont-Ferrand (Auvergne), France ",              Arrival:,"Nevers (Bourgogne), France",,,,Name:,Guido,Family name:,Bontempi,Nationality:,Italy ,Gender:, ,Age:,59  years,Date of birth:,12-01-1960,Place of birth:,"Gussago (Lombardia), Italy ",Professional:,1981-1995,, , ,,,,,,,
859,Date:,27-07-1986,23º stage Distance:,255 km,Road – Stage,          Departure:,"    Cosne-sur-Loire (Bourgogne), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Guido,Family name:,Bontempi,Nationality:,Italy ,Gender:, ,Age:,59  years,Date of birth:,12-01-1960,Place of birth:,"Gussago (Lombardia), Italy ",Professional:,1981-1995,, , ,,,,,,,
860,Date:,27-07-1986, Distance:,4094 km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Andrew,Family name:,Hampsten,Nationality:,United States of America ,Gender:, ,Age:,57  years,Date of birth:,07-04-1962,Place of birth:,"Boulder (Colorado), United States of America ",Professional:,1985-1996,, , ,,,,,,,
861,Date:,27-07-1986, Distance:,4094 km,Classification – Road – Mountains Classification,          Departure:,"    Boulogne-Billancourt (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Bernard,Family name:,Hinault,Nationality:,France ,Gender:, ,Age:,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Professional:,1975-1986,, , ,,,,,,,
862,Date:,27-07-1986, Distance:,4094 km,Classification – Road – Points Classification,          Departure:,"    Boulogne-Billancourt (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eric,Family name:,Vanderaerden,Nationality:,Belgium ,Gender:, ,Age:,57  years,Date of birth:,11-02-1962,Place of birth:,"Herk-de-Stad (Limburg), Belgium ",Professional:,1983-1996,, , ,,,,,,,
863,Date:,27-07-1986, Distance:,4094 km,Classification – Road – General Classification,          Departure:,"    Boulogne-Billancourt (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Greg,Family name:,LeMond,Nationality:,United States of America ,Gender:, ,Age:,58  years,Date of birth:,26-06-1961,Place of birth:,"Lakewood (California), United States of America ",Professional:,1981-1994,, , ,,,,,,,
864,Date:,28-06-1985,Prologue  Distance:,6.8 km,Road – Prologue,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Plumelec (Bretagne), France",,,,Name:,Bernard,Family name:,Hinault,Nationality:,France ,Gender:, ,Age:,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Professional:,1975-1986,, , ,,,,,,,
865,Date:,29-06-1985,1º stage Distance:,256 km,Road – Stage,          Departure:,"    Vannes (Bretagne), France ",              Arrival:,"Lanester (Bretagne), France",,,,Name:,Rudy,Family name:,Matthijs,Nationality:,Belgium ,Gender:, ,Age:,60  years,Date of birth:,03-03-1959,Place of birth:,"Eeklo (Oost-Vlaanderen), Belgium ",Professional:,1981-1988,, , ,,,,,,,
866,Date:,30-06-1985,2º stage Distance:,242 km,Road – Stage,          Departure:,"    Lorient (Bretagne), France ",              Arrival:,"Vitré (Bretagne), France",,,,Name:,Rudy,Family name:,Matthijs,Nationality:,Belgium ,Gender:, ,Age:,60  years,Date of birth:,03-03-1959,Place of birth:,"Eeklo (Oost-Vlaanderen), Belgium ",Professional:,1981-1988,, , ,,,,,,,
867,Date:,01-07-1985,3º stage Distance:,73 km,Road – Team Time Trial,          Departure:,"    Vitré (Bretagne), France ",              Arrival:,"Fougères (Bretagne), France",,,,Name:,Bernard,Family name:,Hinault,Nationality:,France ,Gender:, ,Age:,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Professional:,1975-1986,, , ,,,,,,,
868,Date:,02-07-1985,4º stage Distance:,239.5 km,Road – Stage,          Departure:,"    Fougères (Bretagne), France ",              Arrival:,"Pont-Audemer (Haute-Normandie), France",,,,Name:,Gerrit,Family name:,Solleveld,Nationality:,The Netherlands ,Gender:, ,Age:,58  years,Date of birth:,08-06-1961,Place of birth:,"De Lier (Zuid-Holland), The Netherlands ",Professional:,1984-1992,, , ,,,,,,,
869,Date:,03-07-1985,5º stage Distance:,224 km,Road – Stage,          Departure:,"    Neufchâtel-en-Bray (Haute-Normandie), France ",              Arrival:,"Tourcoing (Nord-Pas-de-Calais), France",,,,Name:,Henri,Family name:,Manders,Nationality:,The Netherlands ,Gender:, ,Age:,59  years,Date of birth:,02-03-1960,Place of birth:,"Den Haag (Zuid-Holland), The Netherlands ",Professional:,1983-1992,, , ,,,,,,,
870,Date:,04-07-1985,6º stage Distance:,221.5 km,Road – Stage,          Departure:,"    Tourcoing (Nord-Pas-de-Calais), France ",              Arrival:,"Reims (Champagne-Ardenne), France",,,,Name:,Francis,Family name:,Castaing,Nationality:,France ,Gender:, ,Age:,60  years,Date of birth:,22-04-1959,Place of birth:,"Bordeaux (Aquitaine), France ",Professional:,1981-1988,, , ,,,,,,,
871,Date:,05-07-1985,7º stage Distance:,"215,5 km",Road – Stage,          Departure:,"    Reims (Champagne-Ardenne), France ",              Arrival:,"Nancy (Lorraine), France",,,,Name:,Ludwig,Family name:,Wynants,Nationality:,Belgium ,Gender:, ,Age:,63  years,Date of birth:,04-07-1956,Place of birth:,"Veerle (Antwerpen), Belgium ",Professional:,1978-1992,, , ,,,,,,,
872,Date:,06-07-1985,8º stage Distance:,75 km,Road – Individual Time Trial,          Departure:,"    Sarrebourg (Lorraine), France ",              Arrival:,"Strasbourg (Alsace), France",,,,Name:,Bernard,Family name:,Hinault,Nationality:,France ,Gender:, ,Age:,64  years,Date of birth:,14-11-1954,Place of birth:,"Yffiniac (Bretagne), France ",Professional:,1975-1986,, , ,,,,,,,
873,Date:,07-07-1985,9º stage Distance:,173.5 km,Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Épinal (Lorraine), France",,,,Name:,Maarten,Family name:,Ducrot,Nationality:,The Netherlands ,Gender:, ,Age:,61  years,Date of birth:,08-04-1958,Place of birth:,"Vlissingen (Zeeland), The Netherlands ",Professional:,1985-1991,, , ,,,,,,,
874,Date:,08-07-1985,10º stage Distance:,204.5 km,Road – Stage,          Departure:,"    Épinal (Lorraine), France ",              Arrival:,"Pontarlier (Franche-Comte), France",,,,Name:,Jørgen,Family name:,Vagn Pedersen,Nationality:,Denmark ,Gender:, ,Age:,59  years,Date of birth:,08-10-1959,Place of birth:,"København (Hovedstaden), Denmark ",Professional:,1984-1990,, , ,,,,,,,
875,Date:,09-07-1985,11º stage Distance:,195 km,Road – Stage,          Departure:,"    Pontarlier (Franche-Comte), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,,Name:,Luis Alberto,Family name:,Herrera Herrera,Nationality:,Colombia ,Gender:, ,Age:,58  years,Date of birth:,04-05-1961,Place of birth:,"Fusagasuga (Cundinamarca), Colombia ",Professional:,1985-1992,, , ,,,,,,,
876,Date:,10-07-1985,12º stage Distance:,269 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Lans-en-Vercors (Rhone-Alpes), France",,,,Name:,Fabio Enrique,Family name:,Parra Pinto,Nationality:,Colombia ,Gender:, ,Age:,59  years,Date of birth:,22-11-1959,Place of birth:,"Sogamoso (Boyaca), Colombia ",Professional:,1986-1992,, , ,,,,,,,
877,Date:,11-07-1985,13º stage Distance:,31.8 km,Road – Individual Time Trial,          Departure:,"    Villard-de-Lans (Rhone-Alpes), France ",              Arrival:,"Villard-de-Lans (Rhone-Alpes), France",,,,Name:,Eric,Family name:,Vanderaerden,Nationality:,Belgium ,Gender:, ,Age:,57  years,Date of birth:,11-02-1962,Place of birth:,"Herk-de-Stad (Limburg), Belgium ",Professional:,1983-1996,, , ,,,,,,,
