0,1,2,3,4,5,6,7,8,9,10,11,12
,Date:,24-07-1983,22º stage Distance:,195 km,Road – Stage,          Departure:,"    Alfortville (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1983, Distance:,3860 km,Classification – Road – Young Rider Classification,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1983, Distance:,3860 km,Classification – Road – Mountains Classification,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1983, Distance:,3860 km,Classification – Road – Points Classification,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1983, Distance:,3860 km,Classification – Road – Sprint Classification,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1983, Distance:,3860 km,Classification – Road – General Classification,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,02-07-1982,Prologue  Distance:,7.4 km,Road – Prologue,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Basel (Basel-Stadt), Switzerland",,,
,Date:,03-07-1982,1º stage Distance:,207 km,Road – Stage,          Departure:,"    Schupfart (Aargau), Switzerland ",              Arrival:,"Möhlin (Aargau), Switzerland",,,
,Date:,04-07-1982,2º stage Distance:,250 km,Road – Stage,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Nancy (Lorraine), France",,,
,Date:,05-07-1982,3º stage Distance:,134 km,Road – Stage,          Departure:,"    Nancy (Lorraine), France ",              Arrival:,"Longwy (Lorraine), France",,,
,Date:,06-07-1982,4º stage Distance:,219 km,Road – Stage,          Departure:,"    Beaurain (Nord-Pas-de-Calais), France ",              Arrival:,"Mouscron (Hainaut), Belgium",,,
,Date:,07-07-1982,5º stage Distance:, km,Road – Team Time Trial,          Departure:,"    Orchies (Nord-Pas-de-Calais), France ",              Arrival:,"Fontaine-au-Pire (Nord-Pas-de-Calais), France",,,
,Date:,07-07-1982,6º stage Distance:,233 km,Road – Stage,          Departure:,"    Lille (Nord-Pas-de-Calais), France ",              Arrival:,"Lille (Nord-Pas-de-Calais), France",,,
,Date:,10-07-1982,7º stage Distance:,234.5 km,Road – Stage,          Departure:,"    Cancale (Bretagne), France ",              Arrival:,"Concarneau (Bretagne), France",,,
,Date:,11-07-1982,8º stage Distance:,200.8 km,Road – Stage,          Departure:,"    Concarneau (Bretagne), France ",              Arrival:,"Châteaulin (Bretagne), France",,,
,Date:,12-07-1982,9º stage part  a Distance:,69 km,Road – Team Time Trial,          Departure:,"    Lorient (Bretagne), France ",              Arrival:,"Plumelec (Bretagne), France",,,
,Date:,12-07-1982,9º stage part  b Distance:,138.5 km,Road – Stage,          Departure:,"    Plumelec (Bretagne), France ",              Arrival:,"Plumelec (Bretagne), France",,,
,Date:,13-07-1982,10º stage Distance:,147.2 km,Road – Stage,          Departure:,"    Saintes (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,14-07-1982,11º stage Distance:,57.3 km,Road – Individual Time Trial,          Departure:,"    Valence-d'Agen (Midi-Pyrenees), France ",              Arrival:,"Valence-d'Agen (Midi-Pyrenees), France",,,
,Date:,15-07-1982,12º stage Distance:,249 km,Road – Stage,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,16-07-1982,13º stage Distance:,122 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Pla d'Adet (Midi-Pyrenees), France",,,
,Date:,18-07-1982,14º stage Distance:,32.5 km,Road – Individual Time Trial,          Departure:,"    Martigues (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Martigues (Provence-Alpes-Cote d'Azur), France",,,
,Date:,19-07-1982,15º stage Distance:,208 km,Road – Stage,          Departure:,"    Manosque (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Orcières (Provence-Alpes-Cote d'Azur), France",,,
,Date:,20-07-1982,16º stage Distance:,123 km,Road – Stage,          Departure:,"    Orcières (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,21-07-1982,17º stage Distance:,251 km,Road – Stage,          Departure:,"    L'Alpe-d'Huez (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,22-07-1982,18º stage Distance:,233 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Saint-Priest (Rhone-Alpes), France",,,
,Date:,23-07-1982,19º stage Distance:,48 km,Road – Individual Time Trial,          Departure:,"    Saint-Priest (Rhone-Alpes), France ",              Arrival:,"Saint-Priest (Rhone-Alpes), France",,,
,Date:,24-07-1982,20º stage Distance:,161 km,Road – Stage,          Departure:,"    Sens (Bourgogne), France ",              Arrival:,"Aulnay-sous-Bois (Ile-de-France), France",,,
,Date:,25-07-1982,21º stage Distance:,186.8 km,Road – Stage,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-07-1982, Distance:,3512 km,Classification – Road – Young Rider Classification,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-07-1982, Distance:,3512 km,Classification – Road – General Classification,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-07-1982, Distance:,3512 km,Classification – Road – Points Classification,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-07-1982, Distance:, 3512 km,Classification – Road – Mountains Classification,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-07-1982, Distance:,3512 km,Classification – Road – Sprint Classification,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-07-1982, Distance:,3512 km,Classification – Road – Combination Classification,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,25-06-1981,Prologue  Distance:,"5,8 km",Road – Prologue,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,26-06-1981,1º stage part  a Distance:,97 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,26-06-1981,1º stage part  b Distance:,45 km,Road – Team Time Trial,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Nice (Provence-Alpes-Cote d'Azur), France",,,
,Date:,27-06-1981,2º stage Distance:,254 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Martigues (Provence-Alpes-Cote d'Azur), France",,,
,Date:,28-06-1981,3º stage Distance:,232 km,Road – Stage,          Departure:,"    Martigues (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Narbonne-Plage (Languedoc-Roussillon), France",,,
,Date:,29-06-1981,4º stage Distance:,77 km,Road – Team Time Trial,          Departure:,"    Narbonne (Languedoc-Roussillon), France ",              Arrival:,"Carcassonne (Languedoc-Roussillon), France",,,
,Date:,30-06-1981,5º stage Distance:,117 km,Road – Stage,          Departure:,"    Saint-Gaudens (Midi-Pyrenees), France ",              Arrival:,"Saint-Lary-Soulan (Midi-Pyrenees), France",,,
,Date:,01-07-1981,6º stage Distance:,26 km,Road – Individual Time Trial,          Departure:,"    Nay (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,02-07-1981,7º stage Distance:,227 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,03-07-1981,8º stage Distance:,182 km,Road – Stage,          Departure:,"    Rochefort (Poitou-Charentes), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,
,Date:,05-07-1981,9º stage Distance:,196.5 km,Road – Stage,          Departure:,"    Nantes (Pays de la Loire), France ",              Arrival:,"Le Mans (Pays de la Loire), France",,,
,Date:,06-07-1981,10º stage Distance:,264 km,Road – Stage,          Departure:,"    Le Mans (Pays de la Loire), France ",              Arrival:,"Aulnay-sous-Bois (Ile-de-France), France",,,
,Date:,07-07-1981,11º stage Distance:,246 km,Road – Stage,          Departure:,"    Compiègne (Picardie), France ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,
,Date:,08-07-1981,12º stage part  a Distance:,107 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,,
,Date:,08-07-1981,12º stage part  b Distance:,133 km,Road – Stage,          Departure:,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ",              Arrival:,"Zolder (Limburg), Belgium",,,
,Date:,09-07-1981,13º stage Distance:,157 km,Road – Stage,          Departure:,"    Beringen (Limburg), Belgium ",              Arrival:,"Hasselt (Limburg), Belgium",,,
,Date:,10-07-1981,14º stage Distance:,38 km,Road – Individual Time Trial,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Mulhouse (Alsace), France",,,
,Date:,11-07-1981,15º stage Distance:,231 km,Road – Stage,          Departure:,"    Besançon (Franche-Comte), France ",              Arrival:,"Thonon-les-Bains (Rhone-Alpes), France",,,
,Date:,12-07-1981,16º stage Distance:,"199,5 km",Road – Stage,          Departure:,"    Thonon-les-Bains (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,14-07-1981,17º stage Distance:,230 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,15-07-1981,18º stage Distance:,131 km,Road – Stage,          Departure:,"    Le Bourg-d'Oisans (Rhone-Alpes), France ",              Arrival:,,Category UCI:,,
,Date:,16-07-1981,19º stage Distance:,117.5 km,Road – Stage,          Departure:,"    Veurey-Voroize (Rhone-Alpes), France ",              Arrival:,"Saint-Priest (Rhone-Alpes), France",,,
,Date:,17-07-1981,20º stage Distance:,46 km,Road – Individual Time Trial,          Departure:,"    Saint-Priest (Rhone-Alpes), France ",              Arrival:,"Saint-Priest (Rhone-Alpes), France",,,
,Date:,18-07-1981,21º stage Distance:,207 km,Road – Stage,          Departure:,"    Auxerre (Bourgogne), France ",              Arrival:,"Fontenay-sous-Bois (Ile-de-France), France",,,
,Date:,19-07-1981,22º stage Distance:,186 km,Road – Stage,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,19-07-1981, Distance:,3756 km,Classification – Road – General Classification,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,19-07-1981, Distance:,3756 km,Classification – Road – Mountains Classification,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,19-07-1981, Distance:,3756 km,Classification – Road – Young Rider Classification,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,19-07-1981, Distance:,3756  km,Classification – Road – Points Classification,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,26-06-1980,Prologue  Distance:,"7,6 km",Road – Prologue,          Departure:,,              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,27-06-1980,1º stage part  a Distance:,133 km,Road – Stage,          Departure:,,              Arrival:,"Wiesbaden (Hessen), West-Germany",,,
,Date:,27-06-1980,1º stage part  b Distance:,45.8 km,Road – Team Time Trial,          Departure:,"    Wiesbaden (Hessen), West-Germany ",              Arrival:,,Category UCI:,WT/WT/GT,
,Date:,28-06-1980,2º stage Distance:,276 km,Road – Stage,          Departure:,,              Arrival:,"Metz (Lorraine), France",,,
,Date:,29-06-1980,3º stage Distance:,"282,5 km",Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Luik (Liege), Belgium",,,
,Date:,30-06-1980,4º stage Distance:,34 km,Road – Individual Time Trial,          Departure:,"    Spa (Liege), Belgium ",              Arrival:,"Spa (Liege), Belgium",,,
,Date:,01-07-1980,5º stage Distance:,249 km,Road – Stage,          Departure:,"    Luik (Liege), Belgium ",              Arrival:,"Lille (Nord-Pas-de-Calais), France",,,
,Date:,02-07-1980,6º stage Distance:,"215,8 km",Road – Stage,          Departure:,"    Lille (Nord-Pas-de-Calais), France ",              Arrival:,"Compiègne (Picardie), France",,,
,Date:,03-07-1980,7º stage part  a Distance:,65 km,Road – Team Time Trial,          Departure:,"    Compiègne (Picardie), France ",              Arrival:,"Beauvais (Picardie), France",,,
,Date:,03-07-1980,7º stage part  b Distance:,92 km,Road – Stage,          Departure:,"    Beauvais (Picardie), France ",              Arrival:,"Rouen (Haute-Normandie), France",,,
,Date:,04-07-1980,8º stage Distance:,164 km,Road – Stage,          Departure:,"    Flers (Basse-Normandie), France ",              Arrival:,"Saint-Malo (Bretagne), France",,,
,Date:,06-07-1980,9º stage Distance:,205 km,Road – Stage,          Departure:,"    Saint-Malo (Bretagne), France ",              Arrival:,"Nantes (Pays de la Loire), France",,,
,Date:,07-07-1980,10º stage Distance:,163 km,Road – Stage,          Departure:,"    Rochefort (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,08-07-1980,11º stage Distance:,"51,8 km",Road – Individual Time Trial,          Departure:,"    Damazan (Aquitaine), France ",              Arrival:,"Laplume (Aquitaine), France",,,
,Date:,09-07-1980,12º stage Distance:,194 km,Road – Stage,          Departure:,"    Agen (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,10-07-1980,13º stage Distance:,200 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Bagnères-de-Luchon (Midi-Pyrenees), France",,,
,Date:,11-07-1980,14º stage Distance:,"189,5 km",Road – Stage,          Departure:,"    Lézignan-Corbières (Languedoc-Roussillon), France ",              Arrival:,"Montpellier (Languedoc-Roussillon), France",,,
